paper_id,tag,accuracy,cohen_kappa,krippendorff_alpha,macro_f1,precision_0,recall_0,f1_0,precision_0.5,recall_0.5,f1_0.5,precision_1,recall_1,f1_1
4,uninformative,0.8020833333333334,0.48590755355129656,0.48233290762026393,0.49907407407407406,0.8289473684210527,0.9264705882352942,0.875,0.0,0.0,0.0,0.7,0.56,0.6222222222222222
4,SDB,0.875,0.7494562853414528,0.7490196078431373,0.8745098039215686,0.9183673469387755,0.8490566037735849,0.8823529411764706,,,,0.8297872340425532,0.9069767441860465,0.8666666666666667
4,overest_others,0.90625,0.7209302325581395,0.7208851558714262,0.8604425779357132,0.9342105263157895,0.9466666666666667,0.9403973509933775,,,,0.8,0.7619047619047619,0.7804878048780488
4,underest_own,0.8645833333333334,0.25890736342042764,0.24064496501369026,0.6203224825068452,0.975609756097561,0.8791208791208791,0.9248554913294798,,,,0.21428571428571427,0.6,0.3157894736842105
4,academic_integrity,0.9479166666666666,0.7969543147208122,0.7969113602707848,0.8984556801353925,0.9634146341463414,0.9753086419753086,0.9693251533742331,,,,0.8571428571428571,0.8,0.8275862068965517
4,info_asymmetry,0.8645833333333334,0.5968992248062015,0.5968341140365045,0.7984170570182523,0.92,0.9078947368421053,0.9139072847682119,,,,0.6666666666666666,0.7,0.6829268292682927
4,AI_discussion_priming,0.9479166666666666,0.5890410958904109,0.5874516544907608,0.7937258272453803,0.9560439560439561,0.9886363636363636,0.9720670391061452,,,,0.8,0.5,0.6153846153846154
4,privacy_concerns,0.9791666666666666,0.4920634920634921,0.48936170212766017,0.7446808510638299,0.9789473684210527,1.0,0.9893617021276596,,,,1.0,0.3333333333333333,0.5
4,self_esteem,0.84375,0.24528301886792447,0.19799498746867172,0.5989974937343359,1.0,0.8387096774193549,0.9122807017543859,,,,0.16666666666666666,1.0,0.2857142857142857
4,self_report_bias,0.8854166666666666,0.13725490196078427,0.09239363987967375,0.5461968199398367,1.0,0.8842105263157894,0.9385474860335196,,,,0.08333333333333333,1.0,0.15384615384615385
4,network_effect,0.9479166666666666,0.2727272727272727,0.25868725868725995,0.6293436293436294,1.0,0.9473684210526315,0.972972972972973,,,,0.16666666666666666,1.0,0.2857142857142857
4,truthful,0.9583333333333334,-0.021276595744680993,-0.02127659574467966,0.48936170212765956,0.9787234042553191,0.9787234042553191,0.9787234042553191,,,,0.0,0.0,0.0
